code,airport_name
GMQ,Golog Maqin Airport
GMR,Totegegie Airport
GMS,Guimarães Airport
GMT,Granite Mountain Air Station
GMU,Greenville Downtown Airport
GMV,Monument Valley Airport
GMZ,La Gomera Airport
GNA,Grodno Airport
GNB,Grenoble–Isère Airport
GND,Maurice Bishop International Airport
GNF,Gansner Field
GNG,Gooding Municipal Airport
GNI,Lyudao Airport
GNM,Guanambi Airport
GNN,Ginir Airport
GNR,Dr. Arturo Umberto Illia Airport
GNS,Binaka Airport
GNT,Grants-Milan Municipal Airport
GNU,Goodnews Airport
GNV,Gainesville Regional Airport
GNY,Şanlıurfa GAP Airport
GNZ,Ghanzi Airport
GOA,Genoa Cristoforo Colombo Airport
GOB,Robe Airport
GOC,Gora Airport
GOE,Gonaili Airstrip
GOG,Gobabis Airport
GOH,Nuuk Airport
GOI,Goa International Airport
GOJ,Nizhny Novgorod International Airport
GOK,Guthrie–Edmond Regional Airport
GOL,Gold Beach Municipal Airport
GOM,Goma International Airport
GON,Groton–New London Airport
GOO,Goondiwindi Airport
GOP,Gorakhpur Airport
GOQ,Golmud Airport
GOR,Gore Airport
GOS,Gosford Airport
GOT,Göteborg Landvetter Airport
GOU,Garoua International Airport
GOV,Gove Airport
GOZ,Gorna Oryahovitsa Airport
GPA,Araxos Airport
GPB,Tancredo Thomas de Faria Airport
GPD,Mount Gordon Airport
GPI,Guapi Airport
GPL,Guápiles Airport
GPN,Garden Point Airport
GPO,General Pico Airport
GPS,Seymour Airport
GPT,Gulfport–Biloxi International Airport
GPZ,Grand Rapids–Itasca County Airport
GQQ,Galion Municipal Airport
GRA,Gamarra Airport
GRB,Austin Straubel International Airport
GRC,Grand Cess Airport
GRD,Greenwood County Airport
GRE,Greenville Airport
GRF,Gray Army Airfield
GRG,Gardez Airport
GRH,Garuahi Airport
GRI,Central Nebraska Regional Airport
GRJ,George Airport
GRK,Killeen–Fort Hood Regional Airport
GRL,Garasa Airport
GRM,Grand Marais/Cook County Airport
GRN,Gordon Municipal Airport
GRO,Girona–Costa Brava Airport
GRP,Gurupi Airport
GRQ,Groningen Airport Eelde
GRR,Gerald R. Ford International Airport
GRS,Grosseto Airport
GRT,Gujrat Airport
GRU,São Paulo/Guarulhos–Governador André Franco Montoro International Airport
GRV,Grozny Airport
GRW,Graciosa Airport
GRX,Federico García Lorca Airport
GRY,Grímsey Airport
GRZ,Graz Airport
GSA,Long Pasia Airport
GSB,Seymour Johnson Air Force Base
GSC,Gascoyne Junction Airport
GSE,Göteborg City Airport
GSH,Goshen Municipal Airport
GSI,Grand-Santi Airport
GSJ,San José Airport
GSL,Taltheilei Narrows Airport
GSM,Dayrestan Airport
GSN,Mount Gunson Airport
GSO,Piedmont Triad International Airport
GSP,Greenville–Spartanburg International Airport
GSQ,Sharq Al-Owainat Airport
GSR,Qardho Airport
GSS,Sabi Sabi Airport
GST,Gustavus Airport
GSU,Azaza Airport
GSV,Saratov Gagarin Airport
GTA,Gatokae Aerodrome
GTE,Groote Eylandt Airport
GTF,Great Falls International Airport
GTG,Grantsburg Municipal Airport
GTI,Rügen Airport
GTN,Glentanner Aerodrome
GTO,Jalaluddin Airport
GTP,Grants Pass Airport
GTR,Golden Triangle Regional Airport
GTS,The Granites Airport
GTT,Georgetown Airport
GTW,Holešov Airport
GTY,Gettysburg Regional Airport
GTZ,Kirawira B Airstrip
GUA,La Aurora International Airport
GUB,Guerrero Negro Airport
GUC,Gunnison–Crested Butte Regional Airport
GUD,Goundam Airport
GUE,Guriaso Airport
GUF,Jack Edwards Airport
GUG,Guari Airport
GUH,Gunnedah Airport
GUI,Güiria Airport
GUJ,Guaratinguetá Airport
GUL,Goulburn Airport
GUM,Antonio B. Won Pat International Airport
GUP,Gallup Municipal Airport
GUQ,Guanare Airport
GUR,Gurney Airport
GUS,Grissom Air Reserve Base
GUT,RAF Gütersloh
GUU,Grundarfjörður Airport
GUV,Mougulu Airport
GUW,Atyrau Airport
GUX,Guna Airport
GUY,Guymon Municipal Airport
GUZ,Guarapari Airport
GVA,Geneva Airport
GVE,Gordonsville Municipal Airport
GVI,Green River Airport
GVL,Lee Gilmer Memorial Airport
GVN,Sovetskaya Gavan Airport
GVP,Greenvale Airport
GVR,Coronel Altino Machado de Oliveira Airport
GVT,Majors Airport
GVX,Gävle-Sandviken Airport
GWA,Gwa Airport
GWD,Gwadar International Airport
GWE,Thornhill Air Base
GWL,Rajmata Vijaya Raje Scindia Airport
GWN,Gnarowein Airport
GWO,Greenwood–Leflore Airport
GWS,Glenwood Springs Municipal Airport
GWT,Sylt Airport
GWV,Glendale Fokker Field
GWY,Galway Airport
GXF,Sayun Airport
GXG,Negage Airport
GXH,Gannan Xiahe Airport
GXQ,Teniente Vidal Airfield
GXX,Yagoua Airport
GXY,Greeley–Weld County Airport
GYA,Guayaramerín Airport
GYD,Heydar Aliyev International Airport
GYE,José Joaquín de Olmedo International Airport
GYG,Magan Airport
GYI,Gisenyi Airport
GYL,Argyle Airport
GYM,General José María Yáñez International Airport
GYN,Santa Genoveva Airport
GYP,Gympie Airport
GYR,Phoenix Goodyear Airport
GYS,Guangyuan Panlong Airport
GYU,Guyuan Liupanshan Airport
GZA,Yasser Arafat International Airport
GZG,Garze Gesar Airport
OAGN,Ghazni
AGGN,Gizo
LTFG,Gazipaşa
LTAJ,Gaziantep
HAA,Hasvik Airport
HAB,Marion County – Rankin Fite Airport
HAC,Hachijojima Airport
HAD,Halmstad Airport
HAF,Half Moon Bay Airport
HAH,Prince Said Ibrahim International Airport
HAI,Three Rivers Municipal Airport
HAJ,Hannover Airport
HAK,Haikou Meilan International Airport
HAL,Halali Airport
HAM,Hamburg Airport
HAN,Noi Bai International Airport
HAO,Butler County Regional Airport
HAQ,Hanimaadhoo International Airport
HAR,Capital City Airport
HAS,Ha'il Regional Airport
HAT,Heathlands Airport
HAU,"Haugesund Airport, Karmøy"
HAV,José Martí International Airport
HAW,Haverfordwest Aerodrome
HAZ,Hatzfeldthaven Airport
HBA,Hobart International Airport
HBB,Hobbs Industrial Airpark
HBD,Habi Airport
HBE,Borg El Arab Airport
HBG,Hattiesburg Bobby L. Chain Municipal Airport
HBH,Entrance Island Seaplane Base
HBK,Holbrook Municipal Airport
HBR,Hobart Regional Airport
HBT,Hambantota Sea Plane Base
HBU,"Bulgan Airport, Khovd"
HBX,Hubli Airport
HCA,Big Spring McMahon–Wrinkle Airport
HCC,Columbia County Airport
HCJ,Hechi Jinchengjiang Airport
HCM,Eyl Airport
HCN,Hengchun Airport
HCQ,Halls Creek Airport
HCR,Holy Cross Airport
HCW,Cheraw Municipal Airport
HDB,Heidelberg Airport
HDD,Hyderabad Airport
HDE,Brewster Field
HDF,Heringsdorf Airport
HDG,Handan Airport
HDH,Dillingham Airfield
HDM,Hamadan Airport
HDN,Yampa Valley Airport
HDR,Havadarya Airport
HDS,Air Force Base Hoedspruit
HDY,Hat Yai International Airport
HEA,Herat International Airport
HEB,Hinthada Airport
HED,Herendeen Bay Airport
HEE,Thompson–Robbins Airport
HEH,Heho Airport
HEI,Heide–Büsum Airport
HEK,Heihe Airport
HEL,Helsinki Airport
HEM,Helsinki-Malmi Airport
HEO,Haelogo Airport
HER,Heraklion International Airport
HES,Hermiston Municipal Airport
HET,Hohhot Baita International Airport
HEZ,Natchez–Adams County Airport
HFA,Haifa Airport
HFD,Hartford–Brainard Airport
HFE,Hefei Xinqiao International Airport
HFF,Mackall Army Airfield
HFN,Hornafjörður Airport
HFS,Hagfors Airport
HFT,Hammerfest Airport
HGA,Hargeisa International Airport
HGD,Hughenden Airport
HGE,Higuerote Airport
HGH,Hangzhou Xiaoshan International Airport
HGI,Paloich Airport
HGL,Heligoland Airport
HGN,Mae Hong Son Airport
HGO,Korhogo Airport
HGR,Hagerstown Regional Airport
HGS,Hastings Airport
HGU,Mount Hagen Airport
HGZ,Hog River Airport
HHE,JMSDF Hachinohe Air Base
HHH,Hilton Head Airport
HHI,Wheeler Army Airfield
HHN,Frankfurt–Hahn Airport
HHQ,Hua Hin Airport
HHR,Hawthorne Municipal Airport
HHZ,Hikueru Airport
HIA,Huai'an Lianshui Airport
HIB,Range Regional Airport
HID,Horn Island Airport
HIE,Mount Washington Regional Airport
HIF,Hill Air Force Base
HIG,Highbury Airport
HII,Lake Havasu City Airport
HIJ,Hiroshima Airport
HIL,Shilavo Airport
HIM,Hingurakgoda Airport
HIN,Sacheon Airport
HIO,Hillsboro Airport
HIP,Headingly Airport
HIR,Honiara International Airport
HIT,Haivaro Airport
HIW,Hiroshima–Nishi Airport
HJJ,Huaihua Zhijiang Airport
HJR,Civil Aerodrome Khajuraho
HJT,Khujirt Airport
HKA,Blytheville Municipal Airport
HKB,Healy Lake Airport
HKD,Hakodate Airport
HKG,Hong Kong International Airport
HKK,Hokitika Airport
HKN,Hoskins Airport
HKS,Hawkins Field
HKT,Phuket International Airport
HKV,Haskovo Malevo Airport
HKY,Hickory Regional Airport
HLA,Lanseria International Airport
HLB,Hillenbrand Industries Airport
HLC,Hill City Municipal Airport
HLD,Hulunbuir Hailar Airport
HLE,Saint Helena Airport
HLF,Hultsfred-Vimmerby Airport
HLG,Wheeling Ohio County Airport
HLH,Ulanhot Airport
HLI,Hollister Municipal Airport
HLL,Hillside Airport
HLM,Park Township Airport
HLN,Helena Regional Airport
HLP,Halim Perdanakusuma International Airport
HLR,Hood Army Airfield
HLS,St Helens Airport
HLT,Hamilton Airport
HLV,Helenvale Airport
HLW,Hluhluwe Airport
HLZ,Hamilton Airport
HMA,Khanty-Mansiysk Airport
HMB,Sohag International Airport
HME,Oued Irara–Krim Belkacem Airport
HMG,Hermannsburg Airport
HMI,Hami Airport
HMJ,Khmelnytskyi Airport
HMN,Holloman Air Force Base
HMO,General Ignacio Pesqueira García International Airport
HMR,"Hamar Airport, Stafsberg"
HMT,Hemet-Ryan Airport
HMV,Hemavan Tärnaby Airport
HMY,Seosan Air Base
HNA,Hanamaki Airport
HNB,Huntingburg Airport
HNC,Billy Mitchell Airport
HND,Haneda Airport
HNH,Hoonah Airport
HNI,Heiweni Airport
HNL,Honolulu International Airport
HNM,Hana Airport
HNN,Honinabi Airport
HNS,Haines Airport
HNY,Hengyang Nanyue Airport
HOA,Hola Airport
HOB,Lea County Regional Airport
HOC,Komako Airport
HOD,Hodeida International Airport
HOE,Ban Huoeisay Airport
HOF,Al-Ahsa International Airport
HOG,Frank País Airport
HOH,Hohenems-Dornbirn Airport
HOI,Hao Airport
HOK,Hooker Creek Airport
HOM,Homer Airport
HON,Huron Regional Airport
HOO,Nhon Co Airport
HOP,Campbell Army Airfield
HOQ,Hof–Plauen Airport
HOR,Horta Airport
HOS,Chos Malal Airport
HOT,Memorial Field Airport
HOU,William P. Hobby Airport
HOV,"Ørsta–Volda Airport, Hovden"
HOX,Homalin Airport
HOY,Hoy Island Airport
HPA,Lifuka Island Airport
HPB,Hooper Bay Airport
HPE,Hopevale Airport
HPG,Shennongjia Hongping Airport
HPH,Cat Bi International Airport
HPN,Westchester County Airport
HPT,Hampton Municipal Airport
HPV,Princeville Airport
HPY,Baytown Airport
HQM,Bowerman Airport
HRB,Harbin Taiping International Airport
HRC,Zhayrem Airport
HRE,Harare International Airport
HRG,Hurghada International Airport
HRI,Mattala Rajapaksa International Airport
HRK,Kharkiv International Airport
HRL,Valley International Airport
HRM,Hassi R'Mel Airport
HRO,Boone County Airport
HRR,La Herrera Airport
HRS,Harrismith Airport
HRT,RAF Linton-on-Ouse
HRY,Henbury Airport
HRZ,Horizontina Airport
HSB,Harrisburg-Raleigh Airport
HSC,Shaoguan Guitou Airport
HSG,Saga Airport
HSH,Henderson Executive Airport
HSI,Hastings Municipal Airport
HSJ,Zhengzhou Shangjie Airport
HSK,Huesca–Pirineos Airport
HSL,Huslia Airport
HSM,Horsham Airport
HSN,Zhoushan Putuoshan Airport
HSP,Ingalls Field
HSS,Hisar Airport
HST,Homestead Air Reserve Base
HSV,Huntsville International Airport
HSZ,Hsinchu Air Base
HTA,Chita International Airport
HTG,Khatanga Airport
HTH,Hawthorne Industrial Airport
HTI,Great Barrier Reef Airport
HTL,Roscommon County–Blodgett Memorial Airport
HTM,Khatgal Airport
HTN,Hotan Airport
HTO,East Hampton Airport
HTR,Hateruma Airport
HTS,Tri-State Airport
HTT,Huatugou Airport
HTU,Hopetoun Airport
HTV,Huntsville Municipal Airport
HTW,Lawrence County Airpark
HTY,Hatay Airport
HTZ,Hato Corozal Airport
HUA,Redstone Army Airfield
HUB,Humbert River Airport
HUC,Humacao Airport
HUD,Humboldt Municipal Airport
HUE,Humera Airport
HUF,Terre Haute International Airport
HUG,Huehuetenango Airport
HUH,Huahine – Fare Airport
HUI,Phu Bai International Airport
HUJ,Stan Stamper Municipal Airport
HUK,Hukuntsi Airport
HUL,Houlton International Airport
HUM,Houma–Terrebonne Airport
HUN,Hualien Airport
HUO,Holingol Huolinhe Airport
HUQ,Hun Airport
HUS,Hughes Airport
HUT,Hutchinson Municipal Airport
HUU,Alférez FAP David Figueroa Fernandini Airport
HUV,Hudiksvall Airport
HUW,Francisco Correa da Cruz Airport
HUX,Bahías de Huatulco International Airport
HUY,Humberside Airport
HUZ,Huizhou Pingtan Airport
HVA,Analalava Airport
HVB,Hervey Bay Airport
HVD,Khovd Airport
HVE,Hanksville Airport
HVG,"Honningsvåg Airport, Valan"
HVK,Hólmavík Airport
HVN,Tweed New Haven Airport
HVR,Havre City–County Airport
HVS,Hartsville Regional Airport
HWA,Hawabango Airport
HWD,Hayward Executive Airport
HWI,Hawk Inlet Seaplane Base
HWK,Wilpena Pound Airport
HWN,Hwange National Park Airport
HWO,North Perry Airport
HXD,Delingha Airport
HXX,Hay Airport
HYA,Barnstable Municipal Airport
HYC,Wycombe Air Park
HYD,Rajiv Gandhi International Airport
HYF,Hayfields Airport
HYG,Hydaburg Seaplane Base
HYL,Hollis Clark Bay Seaplane Base
HYN,Taizhou Luqiao Airport
HYR,Sawyer County Airport
HYS,Hays Regional Airport
HYV,Hyvinkää Airfield
HZB,Merville–Calonne Airport
HZG,Hanzhong Chenggu Airport
HZH,Liping Airport
HZK,Húsavík Airport
HZL,Hazleton Municipal Airport
HZP,Fort MacKay/Horizon Airport
HZV,Hazyview Airport
IAA,Igarka Airport
IAB,McConnell Air Force Base
IAD,Washington Dulles International Airport
IAG,Niagara Falls International Airport
IAH,George Bush Intercontinental Airport
IAM,In Amenas Airport
IAN,Bob Baker Memorial Airport
IAO,Sayak Airport
IAQ,Bahregan Airport
IAR,Tunoshna Airport
IAS,Iași International Airport
IAU,Iaura Airport
IBA,Ibadan Airport
IBB,General Villamil Airport
IBE,Perales Airport
IBI,Iboki Airport
IBL,Indigo Bay Lodge Airport
IBO,Ibo Island Airport
IBP,Iberia Airport
IBR,Ibaraki Airport
IBZ,Ibiza Airport
ICA,Icabarú Airport
ICC,Andrés Miguel Salazar Marcano Airport
ICI,Cicia Airport
ICK,Majoor Henry Fernandes Airport
ICL,Schenck Field
ICN,Incheon International Airport
ICO,Sicogon Airport
ICS,Cascade Airport
ICT,Wichita Dwight D. Eisenhower National Airport
ICY,Icy Bay Airport
IDA,Idaho Falls Regional Airport
IDB,Idre Airport
IDC,Chilonzuine Island Airstrip
IDF,Idiofa Airport
IDG,Ida Grove Municipal Airport
IDH,Idaho County Airport
IDI,Indiana County–Jimmy Stewart Airport
IDK,Indulkana Airport
IDN,Indagen Airport
IDO,Santa Isabel do Morro Airport
IDP,Independence Municipal Airport
IDR,Devi Ahilyabai Holkar International Airport
IDY,Île d'Yeu Aerodrome
IEG,Zielona Góra Airport
IEJ,Iejima Airport
IES,Riesa–Göhlis Airfield
IEV,Kyiv International Airport (Zhuliany)
IFA,Iowa Falls Municipal Airport
IFF,Iffley Airport
IFH,Hesa Air Base
IFJ,Ísafjörður Airport
IFL,Innisfail Airport
IFN,Isfahan International Airport
IFO,Ivano-Frankivsk International Airport
IFP,Laughlin/Bullhead International Airport
IFU,Ifuru Airport
IGA,Inagua Airport
IGB,Ingeniero Jacobacci Airport
IGD,Iğdır Airport
IGE,Tchongorove Airport
IGG,Igiugig Airport
IGH,Ingham Airport
IGL,Çiğli Air Base
IGM,Kingman Airport
IGN,Maria Cristina Airport
IGO,Jaime Ortíz Betancur Airport
IGR,Cataratas del Iguazú International Airport
IGS,Ingolstadt Manching Airport
IGT,Magas Airport
IGU,Foz do Iguaçu International Airport
IHC,Inhaca Airport
IHN,Qishn Airport
IHO,Ihosy Airport
IHR,Iranshahr Airport
IHU,Ihu Airport
IIA,Inishmaan Aerodrome
IIL,Ilam Airport
IIS,Nissan Island Airport
IJK,Izhevsk Airport
IJU,João Batista Bos Filho Airport
IJX,Jacksonville Municipal Airport
IKA,Tehran Imam Khomeini International Airport
IKB,Wilkes County Airport
IKI,Iki Airport
IKK,Greater Kankakee Airport
IKL,Ikela Airport
IKO,Nikolski Air Station
IKP,Inkerman Airport
IKS,Tiksi Airport
IKT,International Airport Irkutsk
ILA,Illaga Airport
ILD,Lleida–Alguaire Airport
ILE,Skylark Field
ILF,Ilford Airport
ILG,Wilmington Airport
ILH,Illesheim Army Airfield
ILI,Iliamna Airport
ILK,Ilaka-Est Airport
ILL,Willmar Municipal Airport
ILM,Wilmington International Airport
ILN,Wilmington Air Park
ILO,Iloilo International Airport
ILP,Île des Pins Airport
ILQ,Ilo Airport
ILR,Ilorin International Airport
ILU,Kilaguni Airport
ILX,Ileg Airport
ILY,Islay Airport
ILZ,Žilina Airport
IMA,Iamalele Airport
IMB,Imbaimadai Airport
IMD,Imonda Airport
IMF,Imphal International Airport
IMG,Inhaminga Airport
IMI,Ine Airport
IMK,Simikot Airport
IML,Imperial Municipal Airport
IMM,Immokalee Regional Airport
IMN,Imane Airport
IMO,Zemio Airport
IMP,Imperatriz Airport
IMQ,Maku International Airport
IMT,Ford Airport
INA,Inta Airport
INB,Independence Airport
INC,Yinchuan Hedong International Airport
IND,Indianapolis International Airport
INE,Chinde Airport
INF,In Guezzam Airport
INH,Inhambane Airport
INI,Niš Constantine the Great Airport
INJ,Injune Airport
INK,Winkler County Airport
INL,Falls International Airport
INM,Innamincka Airport
INN,Innsbruck Airport
INO,Inongo Airport
INQ,Inisheer Aerodrome
INS,Creech Air Force Base
INT,Smith Reynolds Airport
INU,Nauru International Airport
INV,Inverness Airport
INW,Winslow–Lindbergh Regional Airport
INX,Inanwatan Airport
INY,Inyati Airport
INZ,In Salah Airport
IOA,Ioannina National Airport
IOK,Iokea Airport
IOM,Isle of Man Airport
ION,Impfondo Airport
IOP,Ioma Airport
IOR,Inishmore Aerodrome
IOS,Ilhéus Jorge Amado Airport
IOW,Iowa City Municipal Airport
IPA,Ipota Airport
IPC,Mataveri International Airport
IPE,Ipil Airport
IPG,Ipiranga Airport
IPH,Sultan Azlan Shah Airport
IPI,San Luis Airport
IPL,Imperial County Airport
IPN,Usiminas Airport
IPT,Williamsport Regional Airport
IPU,Ipiaú Airport
IQA,Al Asad Airbase
IQM,Qiemo Airport
IQN,Qingyang Airport
IQQ,Diego Aracena International Airport
IQT,Coronel FAP Francisco Secada Vignetta International Airport
IRA,Kirakira Airport
IRB,Iraan Municipal Airport
IRC,Circle City Airport
IRD,Ishwardi Airport
IRE,Irecê Airport
IRG,Lockhart River Airport
IRI,Iringa Airport
IRJ,Capitán Vicente Almandos Almonacid Airport
IRK,Kirksville Regional Airport
IRM,Igrim Airport
IRN,Iriona Airport
IRO,Birao Airport
IRP,Matari Airport
IRS,Kirsch Municipal Airport
IRU,Iranamadu Waterdrome
IRZ,Tapuruquara Airport
ISA,Mount Isa Airport
ISB,Islamabad  International Airport
ISC,St Mary's Airport
ISD,Iscuande Airport
ISE,Isparta Süleyman Demirel Airport
ISG,New Ishigaki Airport
ISI,Isisford Airport
ISJ,Isla Mujeres Airport
ISK,Ozar Airport
ISL,Istanbul Atatürk Airport
ISM,Kissimmee Gateway Airport
ISN,Sloulin Field International Airport
ISO,Kinston Regional Jetport
ISP,Long Island MacArthur Airport
ISQ,Schoolcraft County Airport
ISS,Wiscasset Airport
IST,Istanbul New Airport
ISU,Sulaimaniyah International Airport
ISW,South Wood County Airport
ITA,Itacoatiara Airport
ITB,Itaituba Airport
ITE,Ituberá Airport
ITH,Ithaca Tompkins Regional Airport
ITI,Itambacuri Airport
ITK,Itokama Airport
ITM,Osaka International Airport
ITN,Itabuna Airport
ITO,Hilo International Airport
ITP,Itaperuna Airport
ITQ,Itaqui Airport
ITR,Itumbiara Airport
ITU,Iturup Airport
IUE,Niue International Airport
IUL,Ilu Airport
IUS,Inus Airport
IVA,Ambanja Airport
IVC,Invercargill Airport
IVG,Dolac Airport
IVI,Viveros Island Airport
IVL,Ivalo Airport
IVO,Chibolo Airport
IVR,Inverell Airport
IVW,Inverway Airport
IWA,Ivanovo Yuzhny Airport
IWD,Gogebic–Iron County Airport
IWJ,Iwami Airport
IWK,Marine Corps Air Station Iwakuni
IWO,Iwo Jima Air Base
IWS,West Houston Airport
IXA,Agartala Airport
IXB,Bagdogra Airport
IXC,Chandigarh Airport
IXD,Allahabad Airport
IXE,Mangalore Airport
IXG,Belgaum Airport
IXH,Kailashahar Airport
IXI,Lilabari Airport
IXJ,Jammu Airport
IXK,Keshod Airport
IXL,Kushok Bakula Rimpochee Airport
IXM,Madurai Airport
IXN,Khowai Airport
IXP,Pathankot Airport
IXQ,Kamalpur Airport
IXR,Birsa Munda Airport
IXS,Silchar Airport
IXT,Pasighat Airport
IXU,Aurangabad Airport
IXV,Along Airport
IXW,Sonari Airport
IXY,Kandla Airport
IXZ,Veer Savarkar International Airport
IYK,Inyokern Airport
IZA,Presidente Itamar Franco Airport
IZM[1],2
IZO,Izumo Airport
IZT,Ixtepec Airport
JAA,Jalalabad Airport
JAB,Jabiru Airport
JAC,Jackson Hole Airport
JAD,Jandakot Airport
JAE,Jaén Airport
JAF,Jaffna Airport
JAG,PAF Base Shahbaz
JAI,Jaipur International Airport
JAK,Jacmel Airport
JAL,El Lencero Airport
JAM,Bezmer Air Base
JAN,Jackson–Evers International Airport
JAP,Chacarita Airport
JAQ,Jacquinot Bay Airport
JAR,Jahrom Airport
JAS,Jasper County Airport
JAT,Jabot Airport
JAU,Francisco Carle Airport
JAV,Ilulissat Airport
JAX,Jacksonville International Airport
JBB,Notohadinegoro Airport
JBQ,La Isabela International Airport
JBR,Jonesboro Municipal Airport
JBT,Bethel Seaplane Base
JCB,Santa Terezinha Municipal Airport
JCH,Qasigiannguit Heliport
JCI,New Century AirCenter
